title,artist,track_id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Hungry Animal - Brass Disc Mix,Rise & Shine,5lmVQ9kKleECG6Un3121ov,techno,0.862,0.791,1,-13.841,1,0.13,0.0316,0.706,0.336,0.634,133.98
Electrica Salsa feat. Sven Väth - Original (Baba Baba),"OFF, Sven Väth",7uefj8fCBU6vUhALzwptnS,techno,0.88,0.601,10,-9.008,0,0.087,0.128,0.336,0.0877,0.482,114.136
Not over Yet - Perfecto Edit,Grace,5WdcLFYroa1wGlPSaNMQ29,techno,0.545,0.82,6,-10.653,0,0.0374,0.0102,0.00438,0.0521,0.661,130.475
L'Esperanza - Single Edit,Sven Väth,1fzHff1m7fsDVJ5wOIx9B7,techno,0.696,0.802,7,-16.618,1,0.0464,0.0188,0.882,0.108,0.244,119.869
Lethal Industry - Sebastien Bruce Remix,"Tiësto, Sebastien Bruce",6KpaUZdEjUETDb4qNID95P,techno,0.63,0.836,9,-6.096,1,0.0844,0.000241,0.936,0.108,0.515,128.004
Freaks - Radio Freaks,MOGUAI,2wM3OUSk3nt2ovKCt7bPsp,techno,0.695,0.743,1,-8.225,1,0.0312,0.000187,0.00292,0.358,0.387,135.032
Lizard,Mauro Picotto,4t12tfpnld2b3XwXsNfEgt,techno,0.726,0.777,4,-9.328,0,0.0494,0.0061,0.897,0.133,0.0657,137.047
Nineteen Hundred And Eighty Five (Paul McCartney & Wings Vs. Timo Maas & James Teej) [Radio Edit],"Paul McCartney, Wings, Timo Maas, James Teej",1kKVwxNhrV0IZlXHkjPdSN,techno,0.705,0.72,10,-7.128,0,0.0335,0.000514,0.00096,0.126,0.386,114.518
Your Own Reality - Single Mix,Kai Tracid,7sphttBySxNoPquMc65tsy,techno,0.69,0.847,11,-7.124,0,0.0314,0.00382,0.0345,0.0675,0.629,138.016
Silver Surfer 2009 - Cyrus Radio Edit,"Dave Darell, Hardy Hard, Cyrus",69S89BRsOwL6muvbdHjFum,techno,0.624,0.927,6,-6.95,0,0.0438,0.0128,0.827,0.13,0.814,132.017
Club Bizarre,U96,4fHug3zCanK33sdvticISi,techno,0.708,0.738,4,-9.509,0,0.0422,0.0678,0.0928,0.354,0.545,160.554
Bellissima - Radio Edit,DJ Quicksilver,2jBsr5rb8anJ7z4jjbh0bC,techno,0.786,0.993,3,-7.398,1,0.0337,0.0023,0.748,0.0721,0.613,136.012
Brilliant - Radio Edit,Nostrum,0grpXmJ9N9GQosDzTfZMdj,techno,0.568,0.794,6,-9.339,0,0.0329,0.000751,0.826,0.0776,0.35,150.011
Gouryella,Gouryella,6xl5vg5rhmbGI7kNML1IP4,techno,0.561,0.957,0,-6.625,1,0.0428,0.000134,0.736,0.0913,0.334,138.019
Love Is Here To Stay - Single Edit,Storm,4pX5l9RnTEgiCALfVW5eA9,techno,0.631,0.994,9,-5.866,0,0.0486,0.138,0.771,0.0326,0.807,140.003
Greyhound,Swedish House Mafia,0VffaI2jwQknRrxpECYHsF,techno,0.723,0.806,0,-4.989,1,0.0521,0.00666,0.876,0.276,0.539,124.976
Visions of Love - Infinitely Time Edit,"Intrance, Dsign",5unV0p5CLKsRrGBeRAxXDx,techno,0.567,0.816,0,-9.57,1,0.0335,0.00821,0.686,0.0911,0.379,156.852
Music Is The Key (Love Parade 99) (Short),Dr. Motte & WestBam present,4LPMbdukfQchq4mdYdkYtv,techno,0.854,0.89,5,-12.715,0,0.057,0.126,0.538,0.0771,0.773,135.458
Forerunner,Natural Born Grooves,6rl5Mjkos80QQeppjSv2zv,techno,0.796,0.653,8,-12.78,0,0.0589,0.00161,0.884,0.0324,0.733,129.914
Toca Me - Clubmix,Fragma,4OGrLEjSTGoc0dSNE49w49,techno,0.79,0.91,4,-9.196,0,0.0508,0.000555,0.893,0.0457,0.843,135.096
Xplode 2,Shaun Baker,4yy5IUnxjj3Ww2YSvYnUIX,techno,0.706,0.993,6,-8.508,1,0.0482,0.000155,0.47,0.317,0.121,140.0
Rej,Âme,5l3TZLe5uEk7vdXbHghZZW,techno,0.784,0.771,1,-7.954,1,0.05,0.0198,0.902,0.105,0.312,125.009
Beyond Time,Blank & Jones,6f6gsmJ2EHBLRyj5uCte4u,techno,0.579,0.902,0,-4.858,0,0.0427,0.00308,0.846,0.0356,0.599,139.999
Outa Space - Ramon Zenker Remix,Mellow Trax,1NYLrUlZ7Ratusb0xd5G9g,techno,0.802,0.756,9,-8.739,1,0.0716,0.0006,0.32,0.0912,0.507,138.012
Love On the Run,Chicane,2abgPvwtXv4t9MiV6eUSeT,techno,0.784,0.842,7,-7.073,0,0.0298,0.0942,0.00104,0.38,0.606,135.013
Hardcore Vibes,"Dune, Froning",0yx5eBLk3AGOH5EruCqLDx,techno,0.578,0.631,4,-11.93,0,0.0415,0.0156,0.488,0.0578,0.484,163.883
Not Over Yet '99 (feat. Grace) - Radio Edit,"Planet Perfecto, Grace",3gYUvf0BzPsPky2y3oBf3d,techno,0.564,0.913,6,-6.235,0,0.0358,0.00446,0.00209,0.0863,0.547,130.441
Happiness,Pizzaman,6zblOQOy2mic6Z2tngMAFc,techno,0.707,0.888,10,-4.878,1,0.0318,0.204,0.0278,0.112,0.941,130.658
Merry Christmas Mr. Lawrence (Heart of Asia) - DJ Quicksilver's Radio Edit,"Watergate, DJ Quicksilver",7Al19ZYkMoFCkGfad4ivoZ,techno,0.669,0.977,7,-5.313,1,0.046,0.0753,0.917,0.403,0.466,136.992
Rock the Bells - Dj Quicksilver Remix,Kadoc,5YKNFm58FzJb5RpANFzCFg,techno,0.832,0.914,0,-5.077,1,0.207,0.00471,0.139,0.191,0.122,136.98
Mosquito - Spanish Fly Edit,"Intrance, Dsign",5Paw2hyaNidiLJdveAVO51,techno,0.739,0.919,11,-11.08,0,0.106,0.00075,0.577,0.321,0.791,159.986
Outside - Radio Edit,Kyau & Albert,3Rsb2X0NYPNzZfxHWITmcT,techno,0.554,0.958,10,-6.825,0,0.0451,0.00127,0.132,0.319,0.159,138.012
Tsunami,"DVBBS, Borgeous",1ia98OXpIewfZXQhK6KXkQ,techno,0.699,0.839,4,-5.353,0,0.0481,0.0483,0.655,0.0897,0.264,128.026
The Sound Of E - Energy Mix,Ultra Shock,4jPlJaydY2BQLtXy48XXtf,techno,0.659,0.929,5,-10.24,0,0.09,0.0546,0.939,0.0925,0.0708,142.048
Signs of Life - Short Cut,Meteor Seven,7MbzqHhWF9cUGy2HBbVYuX,techno,0.573,0.806,6,-13.638,0,0.0406,0.0167,0.847,0.238,0.294,174.833
Anthem (The 2002 FIFA World Cup Official Anthem) [JS Radio Edit],"Vangelis, Blake Neely, Heikki Liimatainen, Jaakko Salovaara",5mD7U1UEVFwp1rUDLuPyVz,techno,0.578,0.857,1,-14.985,0,0.0381,0.00705,0.933,0.332,0.478,137.989
Pumpin - Original Radio Edit,"Eniac, Tom Novy",2gHBXa6GtAqvltaQas5uXb,techno,0.762,0.763,6,-6.589,0,0.0498,0.00036,0.000374,0.0847,0.612,131.016
The Latin Theme - Roel Salemink & Steve Mulder Remix,"Carl Cox, Savanah Blount, Roel Salemink, Steve Mulder",6yK08jE8fj0TB6gy22fr1s,techno,0.676,0.916,7,-5.863,1,0.0537,0.000235,0.846,0.405,0.41,127.984
Insanity - Kry Cee Remix,Culture Beat,753vRnXh7MymbKpmTvlY23,techno,0.655,0.771,1,-8.447,0,0.0433,0.0111,0.742,0.106,0.375,138.012
"Money, Success, Fame, Glamour","Felix Da Housecat, The Poptarts, Macaulay Culkin, Seth Green, Chloe Sevigny",3bRlZnbz7nkXL98Ws7Vep4,techno,0.824,0.661,8,-5.578,0,0.0519,0.00329,0.799,0.135,0.529,125.492
Somebody to Love (Salt Shaker Remix) - Radio Edit,"Boogie Pimps, Saltshaker",5GOr2ve8y6EIFB4U7Kvavd,techno,0.817,0.741,11,-8.489,1,0.0433,0.0805,0.165,0.376,0.838,130.493
Boogie 2Nite - Seamus Haji Big Love Edit,Booty Luv,3bk3zYhtBchef1oBsSMrtv,techno,0.671,0.883,5,-5.882,0,0.0681,0.0265,0.000562,0.447,0.831,126.923
Disco's Revenge - Freemasons Radio Edit,Gusto,6qUlNk3j2E6MwasqmBSpns,techno,0.578,0.969,8,-4.575,1,0.0477,0.00338,0.00433,0.935,0.945,128.001
Fiesta,The Sunclub,5VUwnAnptSLf4fJLp10r7o,techno,0.804,0.875,9,-8.582,0,0.0753,0.0525,0.856,0.0822,0.385,132.921
Turn on the Music (feat. GTO) [Axwell Radio Edit],"Roger Sanchez, GTO, Axwell",6YUCSVL4ChHlVPpuMxnicN,techno,0.591,0.721,11,-5.644,0,0.119,0.00435,0.00362,0.547,0.473,128.951
Stupidisco - Radio Edit,Junior Jack,71Sw32dLcwyiRvp3dCA8ZH,techno,0.71,0.988,1,-4.371,1,0.0521,0.0196,0.56,0.701,0.706,124.984
Reality - Too Short Video Radio Cut,Rmb,73X7Sx2s8wy43VnUdr2H3d,techno,0.484,0.794,7,-13.027,1,0.0475,0.0554,0.014,0.334,0.261,162.234
Aaron,Paul Kalkbrenner,2p6LQRALG9o3qKq8gOWX9f,techno,0.723,0.387,5,-12.039,0,0.279,0.0755,0.861,0.0818,0.133,111.98
Redemption,Rmb,6mdE6vnN7hlJcIJDxcabDD,techno,0.573,0.845,4,-12.099,0,0.0553,0.00257,0.67,0.0699,0.19,165.018
Blame - Edit,Sono,2HFETESMYvRqwNUejy1hiT,techno,0.909,0.718,11,-7.511,0,0.287,0.0335,0.000545,0.254,0.569,126.023
Out Of The Blue,System F,7fIfO8fZ55Eq5qtd5vCd6z,techno,0.523,0.922,7,-8.864,1,0.0377,7.46e-05,0.867,0.0749,0.575,140.033
To Get Down - Radio Mix,Timo Maas,2qBPS84Xgcm1vEjSQ1Ilwp,techno,0.661,0.806,9,-7.892,1,0.0545,0.0012,0.102,0.101,0.711,112.03
Stoned Faces Don't Lie - Oliver Lieb Remix,"Andreas Dorau, Oliver Lieb",26rwThHdz3Ri7NzkiWQtXC,techno,0.525,0.902,6,-9.005,1,0.0443,5.44e-05,0.839,0.0993,0.577,158.837
Hold Your Head Up High - Soul Avengerz Vocal Mix,"Inaya Day, Soul Avengerz",0N1SxX0ioolL279ByzR79l,techno,0.744,0.811,4,-7.987,1,0.0521,0.00777,0.0551,0.0984,0.953,126.005
Your Eyes - Jim Tonique´s Main Mix,Horny United,6sE6njTFkUMwR1IOEPGp8Y,techno,0.691,0.836,10,-15.167,0,0.0563,0.00195,0.529,0.585,0.42,126.997
What Else Is There? - Thin White Duke Mix,Röyksopp,1dIK5H1Ra83nuBlyvOMzFX,techno,0.627,0.706,1,-7.268,1,0.0864,0.00635,0.653,0.071,0.564,123.972
One Day (Vandaag) - Radio Edit,Bakermat,0GSU6yLOJqO10ziQuBLWOE,techno,0.656,0.594,5,-6.043,1,0.0307,0.716,0.0802,0.376,0.57,127.992
Fade Out Lines - The Avener Rework,"The Avener, Phoebe Killdeer",6Un6kjADPaylQqaRIbpLWE,techno,0.855,0.693,8,-5.662,0,0.0308,0.0165,0.0794,0.118,0.687,119.004
"Operation Blade (7"" Radio Edit)",Public Domain,09RQez2cCVx1DC1vIan2oS,techno,0.536,0.977,1,-6.379,1,0.0658,0.000243,0.74,0.441,0.346,140.07
(Can You) Feel The Vibe - Extended Vocal,Axwell,4WjTAevEiIhkjNmCKmHLwm,techno,0.656,0.706,11,-9.737,0,0.048,0.0198,0.161,0.234,0.783,127.997
Ich rocke - Original,Bob Sinclar,3gy8kQlVPCHDe2LQaNF66j,techno,0.804,0.713,1,-4.79,1,0.0435,0.000322,0.798,0.133,0.744,125.989
Some Kinda Rush - Radio Edit,Booty Luv,5lcV57jv8NfKGCQMRVKz3Q,techno,0.471,0.696,0,-7.01,1,0.0855,0.00186,0.000681,0.0937,0.387,126.962
Push Me To The Limit - Radio Mix,Celvin Rotane,2osb5aLa9QqM0cxCLzE1r0,techno,0.782,0.851,5,-13.504,1,0.0602,0.129,0.0296,0.068,0.761,130.063
Ma Chérie - DJ Antoine & Mad Mark 2K12 Radio Edit,"DJ Antoine, The Beat Shakers",53N4dEwHT1D6xwebFQ8OtQ,techno,0.749,0.589,8,-5.032,1,0.26,0.0279,0.000217,0.0396,0.814,128.003
Harlequin - the Beauty and the Beast,"Sven Väth, Ralf Hildenbeutel",5DLVXhasuXQQakDu6lHGGN,techno,0.794,0.861,10,-10.487,0,0.0475,0.119,0.883,0.0874,0.357,127.872
Crazy Paris - Klaas Remix,Horny United,4dIkHV4q9I6t5l8rgzmxto,techno,0.848,0.635,5,-7.296,0,0.13,0.0039,0.0242,0.0611,0.596,128.039
Reload - Radio Edit,"Sebastian Ingrosso, Tommy Trash, John Martin",0GDVj31c8AxWXjWFzVFu0d,techno,0.484,0.724,9,-4.633,0,0.0522,0.0736,0.0,0.0631,0.433,128.038
Keep Pushin' - Mousse T. Cut-Up Mix,"Inaya Day, Mousse T.",332MhMAhNS6trb0blVugH0,techno,0.903,0.422,7,-8.809,1,0.0724,0.12,0.338,0.061,0.151,126.919
All We Are - Alle Farben Remix,"JONAH, Alle Farben",4EeKSUQI6IwtEC0qN9BGWY,techno,0.692,0.474,2,-9.276,0,0.0346,0.0178,0.579,0.061,0.103,118.02
Open Your Mind - DJ Quicksilver Remix,U.S.U.R.A.,3voz2E5EdjDyUN7moSUVEb,techno,0.621,0.938,5,-10.056,0,0.0319,0.0357,0.506,0.0716,0.256,138.076
Loving You '03 - Paul Hutsch Radio Edit,"Marc Et Claude, Marc Romboy, Klaus Derichs, P Hutchs",0UjByBxtF2c2zZtRZWThhz,techno,0.553,0.893,11,-8.801,1,0.0331,0.000285,0.000192,0.339,0.124,138.0
You're a Superstar - City of Love Club Mix,"Love Inc., Brian Higgins, Matt Gray, Tim Powell",37zeMGAyhaUJWwbU9qYTqM,techno,0.794,0.717,10,-10.507,0,0.0535,0.148,0.147,0.0946,0.461,135.005
Infinity - Phase III-Mix,Taucher,001eTG8sZCMMuipCD62GUP,techno,0.56,0.567,10,-14.867,0,0.0331,0.00773,0.847,0.0825,0.346,150.973
Take U High,Pulsedriver,7LGQ4xeODU2LeoBdbimx4H,techno,0.736,0.828,4,-6.37,0,0.0701,0.000955,0.57,0.314,0.781,139.982
Golden Faces - Part 1 - Dave Kurtis Main Radio Mix,Horny United,1ZgrFQDnnc4dapcLO7YrPS,techno,0.696,0.889,9,-4.486,0,0.0357,0.0023,0.0254,0.413,0.761,127.002
Discohopping - Klubbheads Radio Mix,Klubbheads,0nlP7Hw8MAO1tTJQjlx7Fv,techno,0.649,0.937,11,-8.74,0,0.0441,0.0375,0.585,0.287,0.529,133.383
One Night in Bangkok - Vinylshakerz Screen Cut,Vinylshakerz,7GtipYRRQbptOef5a5da8A,techno,0.672,0.828,7,-6.999,0,0.0381,0.000615,0.00418,0.177,0.899,130.046
Planet Love - Video Mix,DJ Quicksilver,7pb2eV5hTSm1itFNnCNFud,techno,0.768,0.9,4,-8.359,0,0.0356,0.102,0.891,0.252,0.727,139.984
The Veldt - Radio Edit,deadmau5,1vQ92830bxiBcIhpUj4qrn,techno,0.736,0.759,9,-7.066,1,0.0347,0.0573,0.207,0.0778,0.485,128.041
"Bass, Beats & Melody",Brooklyn Bounce,4oNGIP8ivrEI9rGzfJp8eQ,techno,0.676,0.883,11,-6.321,0,0.0495,0.0143,0.183,0.173,0.473,139.352
... Is Calling (Caba Kroll Pres. C.J. Stone Pleasure Mix),Sm-trax,6smQc1qtYzf1bx2Dn0GgIU,techno,0.687,0.918,4,-7.017,0,0.0524,0.00102,0.556,0.233,0.616,136.004
Let U Go,ATB,3NSY3iTSBFHUbxDdpZXezR,techno,0.651,0.906,4,-7.048,0,0.0328,0.0154,0.205,0.131,0.924,136.347
Barber's Adagio for Strings - Ferry Corsten Remix,"William Orbit, Ferry Corsten",2K4cyGqJ1klZEGF689y75P,techno,0.51,0.796,1,-10.743,1,0.0332,5.07e-05,0.825,0.164,0.264,135.002
Kill the Silence (feat. Phil & Inusa) - Radio Edit,"Lichtenfels, Inusa, Phil",7bNAOddOTljdAjJAJaqOi7,techno,0.673,0.959,9,-5.179,0,0.0748,0.0378,0.0668,0.328,0.608,137.976
Afflitto - Original 1997 Version,Fiocco,2NEbUPuqQQqOH8wAFQhE8S,techno,0.721,0.882,3,-8.859,0,0.044,0.00703,0.927,0.0965,0.399,139.841
Kiss That Sound,Pulsedriver,6nhChuvQxFG0pUonCfDmxW,techno,0.833,0.897,4,-7.114,1,0.0822,0.00106,0.891,0.23,0.723,137.994
The World Is Mine,"Joachim Garraud, JD Davis, David Guetta",0TBaFEx7WENZgqLXWErD0b,techno,0.682,0.93,11,-4.036,0,0.0846,0.000125,0.0123,0.0481,0.46,127.867
Money (feat. Chris Willis & Moné) - Radio Edit,"David Guetta, Chris Willis, Moné",4daa7R4M4IvjuBRIuj39eM,techno,0.647,0.944,8,-1.939,1,0.0668,0.00503,0.0,0.57,0.743,128.042
Turn Up The Bass,Klubbheads,53TunX2C09RBPJlNIEojES,techno,0.741,0.962,4,-9.748,0,0.0884,0.00166,0.583,0.338,0.537,137.381
Versus (Radio Cut),"Sunbeam, Tomcraft",14KVebeV0yc5IUJfNuz7YC,techno,0.607,0.835,2,-7.077,0,0.0321,0.000491,0.568,0.131,0.388,137.959
Sonic Empire - Short Mix,Members Of Mayday,4qAu9FbxaULlca8tvHI8Tl,techno,0.67,0.765,4,-15.563,1,0.0482,0.0143,0.872,0.104,0.497,141.049
Open Your Eyes - The Child You Are - Radio Edit,Nalin & Kane,3pdfHuzOHS1G74zwydFqNG,techno,0.555,0.826,2,-12.212,1,0.0316,0.000783,0.507,0.0953,0.712,136.008
Lift Me Up,Red 5,3k7sPeBKD2hMeT26EZJOHH,techno,0.711,0.957,11,-6.397,1,0.0428,0.133,0.109,0.166,0.925,136.489
At the Club - Mario Lopez vs. Lightforce Radio Edit,Sm-trax,0HvBTd1r4stUUp5BHLy7sQ,techno,0.651,0.891,7,-4.402,1,0.0315,0.0139,0.524,0.349,0.626,139.998
The Awakening - Quake Radio Edit,"York, Quake",0uLaqTui8jqec4h8jT4Xsn,techno,0.453,0.986,11,-3.977,0,0.0375,0.00115,0.0909,0.371,0.754,139.885
Lost In Love - ATB Radio Edit,"Trance Allstars, ATB",29fU0xUNAroKbpJ21wgoDJ,techno,0.68,0.983,10,-5.872,1,0.0942,0.0702,0.921,0.457,0.727,142.306
Love Stimulation - Love-Club-Mix,"Humate, Paul van Dyk",5ToEKCGYeJO4YqkAXFTyOO,techno,0.549,0.652,7,-9.902,1,0.0464,3.4e-05,0.96,0.093,0.122,133.997
Got The Groove (SM Radio Edit),Sm-trax,0Bzu43YU5CSu2GzxLY5bMc,techno,0.658,0.722,8,-12.71,1,0.0441,0.000589,0.889,0.0695,0.356,129.985
Superstring - Rank 1 Remix,"Cygnus X, Rank 1",3TZ02NmoC4Kzc9sAPeP4jm,techno,0.586,0.912,9,-6.212,0,0.0449,0.00539,0.883,0.421,0.504,139.107
Back on Plastic,AWeX,3brOlYtf5g9QTs40VzSj1z,techno,0.688,0.986,7,-5.784,1,0.0798,0.00792,0.0205,0.611,0.602,137.853
Play It Hard - Club Mix,DJ Dean,3y9W7UNVk8uq7xulZSVi9j,techno,0.648,0.841,7,-8.447,1,0.0519,0.00396,0.687,0.0693,0.874,141.99
I Wanna Freak U (Radio Mix),Eddie Thoneick,5mo7TjsNQFWTGZqMEtkPdO,techno,0.673,0.969,5,-5.386,0,0.119,0.00717,0.0144,0.0602,0.812,125.935
Hand In Hand,Dune,27y5jZCsr3sy4lfno0QMfM,techno,0.533,0.693,1,-12.771,1,0.0337,0.0416,0.525,0.0553,0.0704,170.674
Life Is Just A Game - Radio Mix,"DJ Sammy, Carisma",5EHlG4lk4lEP4CBLTZ3Beg,techno,0.637,0.627,10,-7.103,1,0.0462,0.00707,0.0679,0.148,0.892,158.85
Another Way,Gigi D'Agostino,0l3795cAVGOHNdHvooZ25S,techno,0.928,0.806,7,-7.621,0,0.0346,0.103,0.205,0.0799,0.887,130.012
Enter The Arena,Members Of Mayday,7tM2bu08qUPdIUK3a6CVlW,techno,0.52,0.827,9,-12.341,1,0.0562,0.003,0.94,0.319,0.618,161.369
Feed Your Head - Radio Edit,Paul Kalkbrenner,3BOQSVjlSd0epD8nV5VZ15,techno,0.787,0.594,5,-9.566,1,0.0361,9.83e-05,0.192,0.106,0.458,125.991
Million Miles From Home,Dune,1GVXDkz0Ky0LvOBh3u478h,techno,0.5,0.885,6,-10.834,0,0.0546,0.00832,0.000282,0.156,0.0378,170.674
Fable,Paradise,1Li5OcWxetWY4kax6DLQG0,techno,0.559,0.834,1,-12.708,0,0.0331,0.00638,0.906,0.112,0.413,136.042
Back To The Streets (Radio Edit),Tom Novy,5aiMhYjyXirRpSZxw1iNvL,techno,0.865,0.838,0,-5.781,1,0.136,0.0459,0.00307,0.059,0.716,133.036
You Can't Change Me - Radio Edit,Roger Sanchez,5MnXOQPyEOLpJm6thuXtpL,techno,0.74,0.872,11,-5.639,0,0.0469,0.0103,2.42e-06,0.278,0.946,131.993
Poor Leno - Jakatta Radio Mix,Röyksopp,7kQkcCbbtwH5HkD2IwmPHO,techno,0.571,0.918,10,-6.139,0,0.0296,0.000677,0.63,0.101,0.766,129.0
The House Of House - DJ Taucher Remix,Cherrymoon Trax,211Fzet8RRGIH2FYpoUmFg,techno,0.687,0.405,10,-11.88,0,0.0495,0.00952,0.881,0.135,0.233,141.001
Break the Silence - Short Maxi Version,Rmb,5q91xUCDAf2Lm0CmWuyay6,techno,0.527,0.814,2,-12.67,0,0.054,0.075,0.624,0.149,0.338,149.991
Ready To Flow (Taucher Edit),Trance Allstars,4hU04AhhjCBenYaMV3g44Z,techno,0.637,0.887,8,-9.411,1,0.0341,0.00138,0.875,0.0563,0.487,141.021
I House You - Original Radio Edit,Tom Novy,2c7cUisUrhYfzDDzzmKOQR,techno,0.814,0.842,9,-5.767,0,0.0543,0.0424,0.854,0.0548,0.903,129.967
I Had This Thing - Sebastien Remix,"Röyksopp, Jamie Irrepressible, Sebastien",2qUkdRPbMvGL9oMEfSjJ2E,techno,0.718,0.66,7,-8.237,0,0.116,0.188,0.0242,0.0835,0.19,119.984
Absurd,Fluke,5C7rx6gH1kKZqDUxEI6n4l,techno,0.543,0.96,11,-8.666,0,0.0479,0.00118,0.481,0.606,0.422,125.047
Forward Ever Backward Never - Short,Members Of Mayday,5uMgtqDRncc18DCq2r8hwG,techno,0.628,0.778,9,-14.297,0,0.0311,0.000882,0.4,0.347,0.905,145.015
49 Percent - Angello & Ingrosso Remix,Röyksopp,4fBOlaH5Y6R385b80PUfzg,techno,0.6,0.836,8,-5.994,1,0.131,0.0013,0.00292,0.224,0.535,127.98
The Drill - Radio Edit,The Drill,0dF8yVUi078rXjYYYlf9p7,techno,0.799,0.742,9,-6.929,0,0.0425,0.00032,0.817,0.0557,0.417,128.018
The Magnet - Hard Bag Edit,Klubbheads,7n8l1RgsLx9evxjyCBSHnt,techno,0.765,0.855,6,-9.644,1,0.132,0.00121,0.898,0.138,0.572,129.865
Technologic,Daft Punk,1iNeZGJsoC0D7ZyJTdIbDS,techno,0.812,0.516,9,-6.963,1,0.224,0.000369,1.09e-05,0.0991,0.633,127.498
Mückenschwarm - Original,Oliver Koletzki,1pe6ibdQBUXE3oZQDsRBHG,techno,0.868,0.705,9,-7.785,0,0.114,0.0899,0.864,0.0608,0.232,127.993
This Feeling - Radio Edit,Kid Q,40Qd5xrktxVMSMrHLM4EIC,techno,0.711,0.786,0,-6.775,1,0.0449,0.00415,0.0371,0.935,0.754,136.994
Klubbhopping - Southside Spinners Remix,"Klubbheads, Southside Spinners",3us3lGzCXUygE0vmPWW1Da,techno,0.734,0.89,4,-7.786,1,0.0589,7.78e-05,0.863,0.0826,0.214,136.004
Mayday Anthem - Short,Members Of Mayday,7MHuzCDDORpCTCTjbkJiep,techno,0.723,0.729,9,-13.867,1,0.0544,0.00137,0.266,0.105,0.556,136.961
No Fate (Struggle Continues Mix),Zyon,1l7FeaSH802q80BkFuHLWh,techno,0.655,0.898,2,-6.979,0,0.033,0.0219,0.912,0.327,0.233,124.866
Elevator Up & Down - Radio Version,Interactive,75YJB2JtsekOqnCevDI2Wd,techno,0.761,0.902,8,-13.092,1,0.0405,0.0048,0.824,0.0726,0.906,135.996
Dildo - Radio Version,Interactive,2XYK7Ky9oznNT2t98n69qa,techno,0.773,0.852,9,-12.906,0,0.0494,0.0792,0.33,0.12,0.797,136.972
Religion,Members Of Mayday,3V2ejJEBJJ6hWZQB7O2Eyp,techno,0.684,0.874,1,-9.692,0,0.0603,0.0151,0.668,0.232,0.279,169.002
Trance & Acid - Radio Edit,Kai Tracid,04V1uzhcinXsSEYn7NddKs,techno,0.627,0.917,7,-8.803,1,0.0562,0.122,0.537,0.143,0.564,137.982
Dein Schweiss,Sven Väth,55i54gOVFclaiFmX9MPWEQ,techno,0.663,0.863,0,-8.026,1,0.0379,0.00111,0.862,0.132,0.811,134.9
Gazebo (Sebastien Leger Remix),Fairmont,3QE7FvGk2FEm4JZQlLhgz4,techno,0.684,0.842,4,-8.212,0,0.0635,0.24,0.931,0.178,0.258,128.982
Sunlight,DJ Sammy,7HIePgZsAZKhDtm4MPhDee,techno,0.547,0.936,5,-6.204,1,0.0391,0.0095,0.00168,0.437,0.468,139.975
Saltwater,"Chicane, Maire Brennan",1eohWwYv5zfXgLf5yKCJIS,techno,0.542,0.719,1,-8.744,1,0.0303,0.0529,0.84,0.0859,0.0735,130.944
Cirrus,Bonobo,2lJ4d8MCT6ZlDRHKJ1br14,techno,0.64,0.844,2,-8.412,0,0.0374,0.395,0.933,0.0827,0.364,119.042
Brute,"Ferry Corsten, Armin van Buuren",2FLCTHD40ei4gB7FGEginP,techno,0.589,0.867,4,-4.68,0,0.0468,0.00239,0.852,0.157,0.298,135.979
Dominator - Extended Mix,Human Resource,6RFcYsSLXYXy42T3W4jwKc,techno,0.614,0.873,7,-6.771,1,0.0441,0.00103,0.111,0.0902,0.473,122.839
Something Good '08 - Radio Edit,Utah Saints,1Jyx9dQR4caK11Ao1C9aqn,techno,0.57,0.86,1,-7.286,1,0.048,0.00363,0.282,0.191,0.588,128.148
Ain't Talkin' 'Bout Dub,Apollo 440,6rMrcm5hpCPjxHDfoKUCNL,techno,0.331,0.937,7,-5.829,1,0.0723,0.00567,0.0271,0.107,0.657,163.978
What Else Is There? - Jacques Lu Cont Radio Mix,Röyksopp,3ebSjoRpwGHUl0KApFrsjz,techno,0.533,0.91,1,-5.233,0,0.0667,0.0315,2.18e-05,0.276,0.359,123.991
Silke,Ilsa Gold,6JdSFLI0m4YC7fE31CmE3T,techno,0.595,0.913,9,-10.015,1,0.0871,0.0446,0.815,0.154,0.704,166.592
Loops of Infinity - Contemplative,Cosmic Baby,15mEkOpJxLh2dU1b1KdtBi,techno,0.463,0.939,0,-9.273,0,0.0405,0.00352,0.941,0.255,0.514,152.846
Turkish Bazar,Emmanuel Top,2DdmiHiejOUZfCnMLDl7ER,techno,0.638,0.726,11,-9.235,0,0.0442,0.00192,0.573,0.154,0.383,131.85
The Rebel,Yves Deruyter,5Uq5uWLsYUSquuZnEwqBDB,techno,0.582,0.833,10,-11.029,0,0.0443,6.37e-05,0.478,0.153,0.622,136.968
Am I Wrong,Étienne de Crécy,3JIrefSf1HEDk4dccWWHQ3,techno,0.68,0.725,5,-7.08,0,0.111,0.0315,0.0516,0.91,0.525,124.846
Back Again - Radio Edit,Celvin Rotane,7vUToTAik1zT4Zx6KHnqfW,techno,0.705,0.638,5,-13.946,0,0.0382,0.00586,0.0446,0.337,0.422,134.908
